boss_id,模式,内容,等级,目标层,Boss类型,Boss类型中文,移动类型,移动类型中文,Boss标识,QuestBoss名称,QuestBoss名称Key,图标标识,HP,护盾,防御,移速,缩放值,掉落金币,掉落魔力石,首次定位,定位样本,定位数量,自定义参数_原始,自定义参数数量,自定义参数1,自定义参数2,自定义参数3,自定义参数4,自定义参数5,自定义参数6
64250,Normal,BeachBreakout,50,42,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,1606697460,6426789842,400,2,0,500,250,海滩波次 | 层:42 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:42 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
64310,Normal,BeachBreakout,10,43,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,3205866,12823463,200,1.6,0,200,100,海滩波次 | 层:43 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:43 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
64320,Normal,BeachBreakout,20,43,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,10839443,43357771,250,1.7,0,250,125,海滩波次 | 层:43 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:43 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
64330,Normal,BeachBreakout,30,43,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,48634097,194536389,300,1.8,0,300,150,海滩波次 | 层:43 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:43 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
64340,Normal,BeachBreakout,40,43,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,82664653,330658614,350,1.9,0,400,200,海滩波次 | 层:43 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:43 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
64350,Normal,BeachBreakout,50,43,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,1644633788,6578535152,400,2,0,500,250,海滩波次 | 层:43 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:43 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
64410,Normal,BeachBreakout,10,44,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,3281594,13126374,200,1.6,0,200,100,海滩波次 | 层:44 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:44 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
64420,Normal,BeachBreakout,20,44,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,11095499,44381997,250,1.7,0,250,125,海滩波次 | 层:44 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:44 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
64430,Normal,BeachBreakout,30,44,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,49782988,199131950,300,1.8,0,300,150,海滩波次 | 层:44 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:44 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
64440,Normal,BeachBreakout,40,44,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,84730773,338923092,350,1.9,0,400,200,海滩波次 | 层:44 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:44 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
64450,Normal,BeachBreakout,50,44,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,1683485057,6733940229,400,2,0,500,250,海滩波次 | 层:44 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:44 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
64510,Normal,BeachBreakout,10,45,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,3359148,13436594,200,1.6,0,200,100,海滩波次 | 层:45 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:45 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
64520,Normal,BeachBreakout,20,45,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,11357733,45430931,250,1.7,0,250,125,海滩波次 | 层:45 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:45 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
64530,Normal,BeachBreakout,30,45,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,50959596,203838383,300,1.8,0,300,150,海滩波次 | 层:45 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:45 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
64540,Normal,BeachBreakout,40,45,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,86848538,347394153,350,1.9,0,400,200,海滩波次 | 层:45 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:45 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
64550,Normal,BeachBreakout,50,45,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,1723273640,6893094558,400,2,0,500,250,海滩波次 | 层:45 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:45 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
64610,Normal,BeachBreakout,10,46,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,3493520,13974080,200,1.6,0,200,100,海滩波次 | 层:46 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:46 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
64620,Normal,BeachBreakout,20,46,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,11812040,47248160,250,1.7,0,250,125,海滩波次 | 层:46 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:46 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
64630,Normal,BeachBreakout,30,46,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,52997980,211991920,300,1.8,0,300,150,海滩波次 | 层:46 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:46 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
64640,Normal,BeachBreakout,40,46,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,90322480,361289920,350,1.9,0,400,200,海滩波次 | 层:46 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:46 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
64650,Normal,BeachBreakout,50,46,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,1792204580,7168818320,400,2,0,500,250,海滩波次 | 层:46 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:46 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
64710,Normal,BeachBreakout,10,47,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,3633260,14533040,200,1.6,0,200,100,海滩波次 | 层:47 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:47 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
64720,Normal,BeachBreakout,20,47,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,12284520,49138080,250,1.7,0,250,125,海滩波次 | 层:47 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:47 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
64730,Normal,BeachBreakout,30,47,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,55117900,220471600,300,1.8,0,300,150,海滩波次 | 层:47 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:47 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
64740,Normal,BeachBreakout,40,47,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,93935380,375741520,350,1.9,0,400,200,海滩波次 | 层:47 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:47 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
64750,Normal,BeachBreakout,50,47,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,1863892760,7455571040,400,2,0,500,250,海滩波次 | 层:47 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:47 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
64810,Normal,BeachBreakout,10,48,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,3778600,15114400,200,1.6,0,200,100,海滩波次 | 层:48 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:48 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
64820,Normal,BeachBreakout,20,48,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,12775900,51103600,250,1.7,0,250,125,海滩波次 | 层:48 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:48 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
64830,Normal,BeachBreakout,30,48,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,57322620,229290480,300,1.8,0,300,150,海滩波次 | 层:48 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:48 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
64840,Normal,BeachBreakout,40,48,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,97692800,390771200,350,1.9,0,400,200,海滩波次 | 层:48 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:48 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
64850,Normal,BeachBreakout,50,48,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,1938448480,7753793920,400,2,0,500,250,海滩波次 | 层:48 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:48 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
64910,Normal,BeachBreakout,10,49,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,3929740,15718960,200,1.6,0,200,100,海滩波次 | 层:49 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:49 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
64920,Normal,BeachBreakout,20,49,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,13286940,53147760,250,1.7,0,250,125,海滩波次 | 层:49 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:49 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
64930,Normal,BeachBreakout,30,49,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,59615520,238462080,300,1.8,0,300,150,海滩波次 | 层:49 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:49 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
64940,Normal,BeachBreakout,40,49,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,101600520,406402080,350,1.9,0,400,200,海滩波次 | 层:49 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:49 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
64950,Normal,BeachBreakout,50,49,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,2015986420,8063945680,400,2,0,500,250,海滩波次 | 层:49 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:49 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
65010,Normal,BeachBreakout,10,50,LineBoss,关卡Boss,Ground,地面,Boss_Warrior_BeachBreakout,,,,4086920,16347680,200,1.6,0,200,100,海滩波次 | 层:50 | 波次:10 | Boss:1 | 时长:30.9s,海滩波次 | 层:50 | 波次:10 | Boss:1 | 时长:30.9s,1,10|10|10|10,4,10,10,10,10,,
65020,Normal,BeachBreakout,20,50,LineBoss,关卡Boss,Ground,地面,Boss_Thief_BeachBreakout,,,,13818420,55273680,250,1.7,0,250,125,海滩波次 | 层:50 | 波次:20 | Boss:1 | 时长:30.9s,海滩波次 | 层:50 | 波次:20 | Boss:1 | 时长:30.9s,1,10|12|10|12,4,10,12,10,12,,
65030,Normal,BeachBreakout,30,50,LineBoss,关卡Boss,Ground,地面,Boss_Hunter_BeachBreakout,,,,62000140,248000560,300,1.8,0,300,150,海滩波次 | 层:50 | 波次:30 | Boss:1 | 时长:30.9s,海滩波次 | 层:50 | 波次:30 | Boss:1 | 时长:30.9s,1,10|14|10|14,4,10,14,10,14,,
65040,Normal,BeachBreakout,40,50,LineBoss,关卡Boss,Ground,地面,Boss_Saint_BeachBreakout,,,,105664540,422658160,350,1.9,0,400,200,海滩波次 | 层:50 | 波次:40 | Boss:1 | 时长:30.9s,海滩波次 | 层:50 | 波次:40 | Boss:1 | 时长:30.9s,1,10|16|10|16,4,10,16,10,16,,
65050,Normal,BeachBreakout,50,50,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight_BeachBreakout,,,,2096625880,8386503520,400,2,0,500,250,海滩波次 | 层:50 | 波次:50 | Boss:1 | 时长:60.9s,海滩波次 | 层:50 | 波次:50 | Boss:1 | 时长:60.9s,1,10|18|10|18,4,10,18,10,18,,
80110,Normal,ChristmasGiftBattle,10,1,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,250000,50000000,0,0,0,200,500,圣诞礼盒波次 | 层:1 | 波次:10 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:1 | 波次:10 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80120,Normal,ChristmasGiftBattle,20,1,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,500000,100000000,0,0,0,250,500,圣诞礼盒波次 | 层:1 | 波次:20 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:1 | 波次:20 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80130,Normal,ChristmasGiftBattle,30,1,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,750000,150000000,0,0,0,300,500,圣诞礼盒波次 | 层:1 | 波次:30 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:1 | 波次:30 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80140,Normal,ChristmasGiftBattle,40,1,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1000000,200000000,0,0,0,400,500,圣诞礼盒波次 | 层:1 | 波次:40 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:1 | 波次:40 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80150,Normal,ChristmasGiftBattle,50,1,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1250000,250000000,0,0,0,500,500,圣诞礼盒波次 | 层:1 | 波次:50 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:1 | 波次:50 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80160,Normal,ChristmasGiftBattle,60,1,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1500000,300000000,0,0,0,600,500,圣诞礼盒波次 | 层:1 | 波次:60 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:1 | 波次:60 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80170,Normal,ChristmasGiftBattle,70,1,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1500000,300000000,0,0,0,700,500,圣诞礼盒波次 | 层:1 | 波次:70 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:1 | 波次:70 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80210,Normal,ChristmasGiftBattle,10,2,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,400000,250000000,200,0,10,200,500,圣诞礼盒波次 | 层:2 | 波次:10 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:2 | 波次:10 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80220,Normal,ChristmasGiftBattle,20,2,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,800000,2000000000,200,0,10,250,500,圣诞礼盒波次 | 层:2 | 波次:20 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:2 | 波次:20 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80230,Normal,ChristmasGiftBattle,30,2,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1200000,6750000000,300,0,10,300,500,圣诞礼盒波次 | 层:2 | 波次:30 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:2 | 波次:30 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80240,Normal,ChristmasGiftBattle,40,2,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1600000,16000000000,300,0,10,400,500,圣诞礼盒波次 | 层:2 | 波次:40 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:2 | 波次:40 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80250,Normal,ChristmasGiftBattle,50,2,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,2000000,25000000000,400,0,10,500,500,圣诞礼盒波次 | 层:2 | 波次:50 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:2 | 波次:50 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80260,Normal,ChristmasGiftBattle,60,2,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,2400000,43200000000,400,0,10,600,500,圣诞礼盒波次 | 层:2 | 波次:60 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:2 | 波次:60 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80270,Normal,ChristmasGiftBattle,70,2,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,2400000,43200000000,400,0,10,700,500,圣诞礼盒波次 | 层:2 | 波次:70 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:2 | 波次:70 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80310,Normal,ChristmasGiftBattle,10,3,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,450000,3750000000,300,0,10,200,500,圣诞礼盒波次 | 层:3 | 波次:10 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:3 | 波次:10 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80320,Normal,ChristmasGiftBattle,20,3,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,900000,30000000000,300,0,10,250,500,圣诞礼盒波次 | 层:3 | 波次:20 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:3 | 波次:20 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80330,Normal,ChristmasGiftBattle,30,3,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1350000,101250000000,500,0,10,300,500,圣诞礼盒波次 | 层:3 | 波次:30 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:3 | 波次:30 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80340,Normal,ChristmasGiftBattle,40,3,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,1800000,160000000000,500,0,10,400,500,圣诞礼盒波次 | 层:3 | 波次:40 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:3 | 波次:40 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80350,Normal,ChristmasGiftBattle,50,3,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,2250000,312500000000,750,0,10,500,500,圣诞礼盒波次 | 层:3 | 波次:50 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:3 | 波次:50 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80360,Normal,ChristmasGiftBattle,60,3,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,2700000,540000000000,750,0,10,600,500,圣诞礼盒波次 | 层:3 | 波次:60 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:3 | 波次:60 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
80370,Normal,ChristmasGiftBattle,70,3,LineBoss,关卡Boss,Ground,地面,Boss_GiftBox1_Christmas2025,,,,2700000,540000000000,750,0,10,700,500,圣诞礼盒波次 | 层:3 | 波次:70 | Boss:1 | 时长:15.9s,圣诞礼盒波次 | 层:3 | 波次:70 | Boss:1 | 时长:15.9s,1,0,0,,,,,,
30001,Normal,HumanTower,1,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_01,小偷,Mission_Boss_Spawn01_Desc,Icon_Boss_Spawn01,32500,10000,0,1,0,50,0,,,0,0,0,,,,,,
30002,Normal,HumanTower,2,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_02,奸商,Mission_Boss_Spawn02_Desc,Icon_Boss_Spawn02,820000,100000,0,1,0,0,50,,,0,0,0,,,,,,
30003,Normal,HumanTower,3,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_03,海贼王,Mission_Boss_Spawn03_Desc,Icon_Boss_Spawn03,5800000,9000000,0,1,0,175,0,,,0,0,0,,,,,,
30004,Normal,HumanTower,4,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_04,騎士團長,Mission_Boss_Spawn04_Desc,Icon_Boss_Spawn04,44000000,44000000,0,1,0,0,120,,,0,0,0,,,,,,
30005,Normal,HumanTower,5,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_05,龍騎士,Mission_Boss_Spawn05_Desc,Icon_Boss_Spawn05,70000000,170000000,0,1,0,300,0,,,0,0,0,,,,,,
30006,Normal,HumanTower,6,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_06,大魔法師,Mission_Boss_Spawn06_Desc,Icon_Boss_Spawn06,500000000,1120000000,0,1,0,0,250,,,0,0,0,,,,,,
10010,Normal,HumanTower,10,1,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,50000,0,0,1,0,1000,0,人塔波次 | 层:1 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:1 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10020,Normal,HumanTower,20,1,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,130000,0,0,1,0,0,300,人塔波次 | 层:1 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:1 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
10030,Normal,HumanTower,30,1,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,680000,0,0,1,0,2000,0,人塔波次 | 层:1 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:1 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10040,Normal,HumanTower,40,1,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,10000,3100000,0,1,0,0,600,人塔波次 | 层:1 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:1 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
10050,Normal,HumanTower,50,1,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,12350000,0,0,1,0,0,0,人塔波次 | 层:1 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:1 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10060,Normal,HumanTower,10,2,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,80000,0,0,1,0,1000,0,人塔波次 | 层:2 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:2 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10070,Normal,HumanTower,20,2,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,220000,0,0,1,0,0,300,人塔波次 | 层:2 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:2 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
10080,Normal,HumanTower,30,2,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1160000,0,0,1,0,2000,0,人塔波次 | 层:2 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:2 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10090,Normal,HumanTower,40,2,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,10000,5280000,0,1,0,0,600,人塔波次 | 层:2 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:2 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
10100,Normal,HumanTower,50,2,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,18000000,0,0,1,0,0,0,人塔波次 | 层:2 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:2 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10110,Normal,HumanTower,10,3,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,110000,0,0,1,0,1000,0,人塔波次 | 层:3 | 波次:10 | Boss:1 | 时长:60s,人塔波次 | 层:3 | 波次:10 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10120,Normal,HumanTower,20,3,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,310000,0,0,1,0,0,300,人塔波次 | 层:3 | 波次:20 | Boss:1 | 时长:60s,人塔波次 | 层:3 | 波次:20 | Boss:1 | 时长:60s,1,0,0,,,,,,
10130,Normal,HumanTower,30,3,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1660000,0,0,1,0,2000,0,人塔波次 | 层:3 | 波次:30 | Boss:1 | 时长:60s,人塔波次 | 层:3 | 波次:30 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
10140,Normal,HumanTower,40,3,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,10000,7530000,0,1,0,0,600,人塔波次 | 层:3 | 波次:40 | Boss:1 | 时长:60s,人塔波次 | 层:3 | 波次:40 | Boss:1 | 时长:60s,1,0,0,,,,,,
10150,Normal,HumanTower,50,3,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,25690000,0,0,1,0,0,0,人塔波次 | 层:3 | 波次:50 | Boss:1 | 时长:60s,人塔波次 | 层:3 | 波次:50 | Boss:1 | 时长:60s,1,10|10,2,10,10,,,,
