enemy_id,模式,内容,等级,目标层,类型,类型中文,移动类型,移动类型中文,怪物标识,图标标识,HP,护盾,防御,移速,缩放值,掉落金币,掉落魔力石,首次定位,定位样本,定位数量,自定义参数_原始,自定义参数数量
60101,Normal,BeachBreakout,1,1,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,26,0,0,1,0,0,0,海滩波次 | 层:1 | 波次:1 | 小怪:30 | 时长:10.9s,海滩波次 | 层:1 | 波次:1 | 小怪:30 | 时长:10.9s,1,0,0
61902,Normal,BeachBreakout,2,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,1534,383,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:2 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:2 | 小怪:30 | 时长:10.9s,1,0,0
61903,Normal,BeachBreakout,3,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,2297,574,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:3 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:3 | 小怪:30 | 时长:10.9s,1,0,0
61904,Normal,BeachBreakout,4,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,3442,860,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:4 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:4 | 小怪:30 | 时长:10.9s,1,0,0
61905,Normal,BeachBreakout,5,19,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,5162,1291,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:5 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:5 | 小怪:30 | 时长:10.9s,1,0,0
61906,Normal,BeachBreakout,6,19,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,7754,1939,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:6 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:6 | 小怪:30 | 时长:10.9s,1,0,0
61907,Normal,BeachBreakout,7,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,11621,2905,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:7 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:7 | 小怪:30 | 时长:10.9s,1,0,0
61908,Normal,BeachBreakout,8,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,17438,4360,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:8 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:8 | 小怪:30 | 时长:10.9s,1,0,0
61909,Normal,BeachBreakout,9,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,26158,6539,0,1.1,0,0,0,海滩波次 | 层:19 | 波次:9 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:9 | 小怪:30 | 时长:10.9s,1,0,0
61911,Normal,BeachBreakout,11,19,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,28771,7193,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:11 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:11 | 小怪:30 | 时长:10.9s,1,0,0
61912,Normal,BeachBreakout,12,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,37404,9351,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:12 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:12 | 小怪:30 | 时长:10.9s,1,0,0
61913,Normal,BeachBreakout,13,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,48622,12155,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:13 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:13 | 小怪:30 | 时长:10.9s,1,0,0
61914,Normal,BeachBreakout,14,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,63216,15804,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:14 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:14 | 小怪:30 | 时长:10.9s,1,0,0
61915,Normal,BeachBreakout,15,19,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,82181,20545,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:15 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:15 | 小怪:30 | 时长:10.9s,1,0,0
61916,Normal,BeachBreakout,16,19,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,106834,26708,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:16 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:16 | 小怪:30 | 时长:10.9s,1,0,0
61917,Normal,BeachBreakout,17,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,138881,34720,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:17 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:17 | 小怪:30 | 时长:10.9s,1,0,0
61918,Normal,BeachBreakout,18,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,180540,45135,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:18 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:18 | 小怪:30 | 时长:10.9s,1,0,0
61919,Normal,BeachBreakout,19,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,234706,58676,0,1.2,0,0,0,海滩波次 | 层:19 | 波次:19 | 小怪:30 | 时长:10.9s,海滩波次 | 层:19 | 波次:19 | 小怪:30 | 时长:10.9s,1,0,0
61921,Normal,BeachBreakout,21,19,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,258178,64544,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:21 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:21 | 小怪:35 | 时长:12.9s,1,0,0
61922,Normal,BeachBreakout,22,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,335628,83907,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:22 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:22 | 小怪:35 | 时长:12.9s,1,0,0
61923,Normal,BeachBreakout,23,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,419537,104884,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:23 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:23 | 小怪:35 | 时长:12.9s,1,0,0
61924,Normal,BeachBreakout,24,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,524426,131107,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:24 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:24 | 小怪:35 | 时长:12.9s,1,0,0
61925,Normal,BeachBreakout,25,19,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,655531,163883,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:25 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:25 | 小怪:35 | 时长:12.9s,1,0,0
61926,Normal,BeachBreakout,26,19,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,819410,204853,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:26 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:26 | 小怪:35 | 时长:12.9s,1,0,0
61927,Normal,BeachBreakout,27,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,1024265,256066,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:27 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:27 | 小怪:35 | 时长:12.9s,1,0,0
61928,Normal,BeachBreakout,28,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,1280326,320081,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:28 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:28 | 小怪:35 | 时长:12.9s,1,0,0
61929,Normal,BeachBreakout,29,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,1600409,400102,0,1.3,0,0,0,海滩波次 | 层:19 | 波次:29 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:29 | 小怪:35 | 时长:12.9s,1,0,0
61931,Normal,BeachBreakout,31,19,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,1760450,440113,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:31 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:31 | 小怪:35 | 时长:12.9s,1,0,0
61932,Normal,BeachBreakout,32,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,2288585,572146,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:32 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:32 | 小怪:35 | 时长:12.9s,1,0,0
61933,Normal,BeachBreakout,33,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,2860733,715183,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:33 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:33 | 小怪:35 | 时长:12.9s,1,0,0
61934,Normal,BeachBreakout,34,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,3575916,893979,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:34 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:34 | 小怪:35 | 时长:12.9s,1,0,0
61935,Normal,BeachBreakout,35,19,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,4469897,1117474,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:35 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:35 | 小怪:35 | 时长:12.9s,1,0,0
61936,Normal,BeachBreakout,36,19,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,5587373,1396843,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:36 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:36 | 小怪:35 | 时长:12.9s,1,0,0
61937,Normal,BeachBreakout,37,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,6984209,1746052,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:37 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:37 | 小怪:35 | 时长:12.9s,1,0,0
61938,Normal,BeachBreakout,38,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,8730266,2182567,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:38 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:38 | 小怪:35 | 时长:12.9s,1,0,0
61939,Normal,BeachBreakout,39,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,10912831,2728208,0,1.4,0,0,0,海滩波次 | 层:19 | 波次:39 | 小怪:35 | 时长:12.9s,海滩波次 | 层:19 | 波次:39 | 小怪:35 | 时长:12.9s,1,0,0
61941,Normal,BeachBreakout,41,19,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,13095396,3273849,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:41 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:41 | 小怪:40 | 时长:15.9s,1,0,0
61942,Normal,BeachBreakout,42,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,17024018,4256005,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:42 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:42 | 小怪:40 | 时长:15.9s,1,0,0
61943,Normal,BeachBreakout,43,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,22131223,5532806,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:43 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:43 | 小怪:40 | 时长:15.9s,1,0,0
61944,Normal,BeachBreakout,44,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,28770588,7192647,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:44 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:44 | 小怪:40 | 时长:15.9s,1,0,0
61945,Normal,BeachBreakout,45,19,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,37401761,9350440,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:45 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:45 | 小怪:40 | 时长:15.9s,1,0,0
61946,Normal,BeachBreakout,46,19,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,48622291,12155573,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:46 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:46 | 小怪:40 | 时长:15.9s,1,0,0
61947,Normal,BeachBreakout,47,19,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,63208980,15802245,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:47 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:47 | 小怪:40 | 时长:15.9s,1,0,0
61948,Normal,BeachBreakout,48,19,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,82171670,20542918,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:48 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:48 | 小怪:40 | 时长:15.9s,1,0,0
61949,Normal,BeachBreakout,49,19,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,106823167,26705792,0,1.5,0,0,0,海滩波次 | 层:19 | 波次:49 | 小怪:40 | 时长:15.9s,海滩波次 | 层:19 | 波次:49 | 小怪:40 | 时长:15.9s,1,0,0
62001,Normal,BeachBreakout,1,20,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,1138,284,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:1 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:1 | 小怪:30 | 时长:10.9s,1,0,0
62002,Normal,BeachBreakout,2,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,1706,427,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:2 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:2 | 小怪:30 | 时长:10.9s,1,0,0
62003,Normal,BeachBreakout,3,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,2549,637,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:3 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:3 | 小怪:30 | 时长:10.9s,1,0,0
62004,Normal,BeachBreakout,4,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,3823,956,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:4 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:4 | 小怪:30 | 时长:10.9s,1,0,0
62005,Normal,BeachBreakout,5,20,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,5746,1436,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:5 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:5 | 小怪:30 | 时长:10.9s,1,0,0
62006,Normal,BeachBreakout,6,20,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,8611,2153,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:6 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:6 | 小怪:30 | 时长:10.9s,1,0,0
62007,Normal,BeachBreakout,7,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,12917,3229,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:7 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:7 | 小怪:30 | 时长:10.9s,1,0,0
62008,Normal,BeachBreakout,8,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,19375,4844,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:8 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:8 | 小怪:30 | 时长:10.9s,1,0,0
62009,Normal,BeachBreakout,9,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,29066,7267,0,1.1,0,0,0,海滩波次 | 层:20 | 波次:9 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:9 | 小怪:30 | 时长:10.9s,1,0,0
62011,Normal,BeachBreakout,11,20,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,31968,7992,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:11 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:11 | 小怪:30 | 时长:10.9s,1,0,0
62012,Normal,BeachBreakout,12,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,41558,10390,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:12 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:12 | 小怪:30 | 时长:10.9s,1,0,0
62013,Normal,BeachBreakout,13,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,54029,13507,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:13 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:13 | 小怪:30 | 时长:10.9s,1,0,0
62014,Normal,BeachBreakout,14,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,70236,17559,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:14 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:14 | 小怪:30 | 时长:10.9s,1,0,0
62015,Normal,BeachBreakout,15,20,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,91303,22826,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:15 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:15 | 小怪:30 | 时长:10.9s,1,0,0
62016,Normal,BeachBreakout,16,20,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,118699,29675,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:16 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:16 | 小怪:30 | 时长:10.9s,1,0,0
62017,Normal,BeachBreakout,17,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,154310,38578,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:17 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:17 | 小怪:30 | 时长:10.9s,1,0,0
62018,Normal,BeachBreakout,18,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,200599,50150,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:18 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:18 | 小怪:30 | 时长:10.9s,1,0,0
62019,Normal,BeachBreakout,19,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,260784,65196,0,1.2,0,0,0,海滩波次 | 层:20 | 波次:19 | 小怪:30 | 时长:10.9s,海滩波次 | 层:20 | 波次:19 | 小怪:30 | 时长:10.9s,1,0,0
62021,Normal,BeachBreakout,21,20,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,286862,71716,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:21 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:21 | 小怪:35 | 时长:12.9s,1,0,0
62022,Normal,BeachBreakout,22,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,372924,93231,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:22 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:22 | 小怪:35 | 时长:12.9s,1,0,0
62023,Normal,BeachBreakout,23,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,466150,116537,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:23 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:23 | 小怪:35 | 时长:12.9s,1,0,0
62024,Normal,BeachBreakout,24,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,582689,145672,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:24 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:24 | 小怪:35 | 时长:12.9s,1,0,0
62025,Normal,BeachBreakout,25,20,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,728366,182092,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:25 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:25 | 小怪:35 | 时长:12.9s,1,0,0
62026,Normal,BeachBreakout,26,20,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,910454,227614,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:26 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:26 | 小怪:35 | 时长:12.9s,1,0,0
62027,Normal,BeachBreakout,27,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,1138068,284517,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:27 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:27 | 小怪:35 | 时长:12.9s,1,0,0
62028,Normal,BeachBreakout,28,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,1422590,355648,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:28 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:28 | 小怪:35 | 时长:12.9s,1,0,0
62029,Normal,BeachBreakout,29,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,1778234,444559,0,1.3,0,0,0,海滩波次 | 层:20 | 波次:29 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:29 | 小怪:35 | 时长:12.9s,1,0,0
62031,Normal,BeachBreakout,31,20,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,1956053,489013,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:31 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:31 | 小怪:35 | 时长:12.9s,1,0,0
62032,Normal,BeachBreakout,32,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,2542874,635719,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:32 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:32 | 小怪:35 | 时长:12.9s,1,0,0
62033,Normal,BeachBreakout,33,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,3178591,794648,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:33 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:33 | 小怪:35 | 时长:12.9s,1,0,0
62034,Normal,BeachBreakout,34,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,3973241,993310,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:34 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:34 | 小怪:35 | 时长:12.9s,1,0,0
62035,Normal,BeachBreakout,35,20,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,4966553,1241638,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:35 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:35 | 小怪:35 | 时长:12.9s,1,0,0
62036,Normal,BeachBreakout,36,20,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,6208186,1552046,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:36 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:36 | 小怪:35 | 时长:12.9s,1,0,0
62037,Normal,BeachBreakout,37,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,7760232,1940058,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:37 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:37 | 小怪:35 | 时长:12.9s,1,0,0
62038,Normal,BeachBreakout,38,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,9700294,2425073,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:38 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:38 | 小怪:35 | 时长:12.9s,1,0,0
62039,Normal,BeachBreakout,39,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,12125369,3031342,0,1.4,0,0,0,海滩波次 | 层:20 | 波次:39 | 小怪:35 | 时长:12.9s,海滩波次 | 层:20 | 波次:39 | 小怪:35 | 时长:12.9s,1,0,0
62041,Normal,BeachBreakout,41,20,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,14550437,3637609,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:41 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:41 | 小怪:40 | 时长:15.9s,1,0,0
62042,Normal,BeachBreakout,42,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,18915574,4728893,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:42 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:42 | 小怪:40 | 时长:15.9s,1,0,0
62043,Normal,BeachBreakout,43,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,24590239,6147560,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:43 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:43 | 小怪:40 | 时长:15.9s,1,0,0
62044,Normal,BeachBreakout,44,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,31967316,7991829,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:44 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:44 | 小怪:40 | 时长:15.9s,1,0,0
62045,Normal,BeachBreakout,45,20,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_BeachBreakout,,41557514,10389379,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:45 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:45 | 小怪:40 | 时长:15.9s,1,0,0
62046,Normal,BeachBreakout,46,20,Monster,普通敌人,Ground,地面,Enemy_Wizard_BeachBreakout,,54024768,13506192,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:46 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:46 | 小怪:40 | 时长:15.9s,1,0,0
62047,Normal,BeachBreakout,47,20,Monster,普通敌人,Ground,地面,Enemy_Warrior_BeachBreakout,,70232198,17558050,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:47 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:47 | 小怪:40 | 时长:15.9s,1,0,0
62048,Normal,BeachBreakout,48,20,Monster,普通敌人,Ground,地面,Enemy_Thief_BeachBreakout,,91301854,22825463,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:48 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:48 | 小怪:40 | 时长:15.9s,1,0,0
62049,Normal,BeachBreakout,49,20,Monster,普通敌人,Ground,地面,Enemy_Viking_BeachBreakout,,118692410,29673103,0,1.5,0,0,0,海滩波次 | 层:20 | 波次:49 | 小怪:40 | 时长:15.9s,海滩波次 | 层:20 | 波次:49 | 小怪:40 | 时长:15.9s,1,0,0
